id,product,msrp,dept,description,thumb,vendor
288,Plastic Bin (medium),748.66,23,"This medium-sized plastic bin is perfect for storing and organizing items in the home or office. It is made of durable and lightweight plastic, making it easy to carry and move around. It features a transparent lid for easy visibility and access to the contents, and is stackable for efficient use of space. The bin is ideal for storing toys, books, office supplies, and other small items.",http://dummyimage.com/250x250.png/ff4444/ffffff,28293e64-b077-495a-9571-9114853d9fd4
289,Plastic Bin (large),491.65,23,"This large plastic bin is great for organizing and storing items in any room of your home. The bin is made of durable plastic and comes in a variety of sizes and colors. It features a lid that snaps on and off with ease, and two built-in handles for easy carrying. The bin is perfect for storing and organizing items like books, clothes, toys, tools, and more.",http://dummyimage.com/250x250.png/dddddd/000000,1609973d-4460-4d54-91d7-d643f5da5e21
290,Adirondack Chair,409.83,14,"The Adirondack Chair is a timeless classic. This comfortable, stylish chair is perfect for outdoor relaxation. Designed with a wide, curved back and generous armrests, it is made from durable, weather-resistant materials for long-lasting use. Its slatted design provides excellent support and ventilation, while its wide seat and built-in footrest make it perfect for spending hours outdoors. Whether you’re looking for a place to relax on the patio or a cozy spot to enjoy a summer evening, the Adirondack Chair is sure to be a hit.",http://dummyimage.com/250x250.png/dddddd/000000,649e5207-2f58-44ae-9438-805e9cdfd565
291,Baseball Glove,589.44,10,"This baseball glove is perfect for playing the game. Made from durable leather and featuring an adjustable wrist strap for a secure fit, it is the perfect tool for catching and throwing the ball. With its ergonomic design, this glove ensures comfort and stability while playing. Its classic design and quality construction make it a great choice for any baseball fan.",http://dummyimage.com/250x250.png/ff4444/ffffff,29615784-5d94-4303-a657-e95a3a55d978
292,Golf Glove,206.27,10,"The Golf Glove is designed to give golfers a comfortable, secure grip on their clubs. It is made from lightweight, breathable material for maximum comfort and flexibility. The palm area is padded for extra comfort and the Velcro strap ensures a secure fit. The glove is available in a variety of sizes and colors to match any golfer's needs.",http://dummyimage.com/250x250.png/dddddd/000000,1567c824-ad9f-4ec5-8a4c-06b46a1600b2
293,Batting Glove,11.51,10,Batting gloves are designed to provide a secure and comfortable grip while playing baseball or softball. They are constructed from durable materials and feature a snug fit to ensure that your hands stay in place while swinging the bat. The gloves also provide protection from blisters and other hand injuries.,http://dummyimage.com/250x250.png/ff4444/ffffff,28293e64-b077-495a-9571-9114853d9fd4
294,Alignment Sticks,679.48,10,"Alignment Sticks are a great way to improve your golf game. They help you to align your body correctly to ensure an accurate and consistent swing. The sticks are lightweight and portable, making them easy to transport and store. The brightly coloured sticks are visible from a distance and can be used to mark target areas, as well as for setting up practice drills. They are a great tool for improving your aim, accuracy, and consistency.",http://dummyimage.com/250x250.png/dddddd/000000,29615784-5d94-4303-a657-e95a3a55d978
295,Bubble Bath,793.32,18,"This Bubble Bath is a luxurious and relaxing way to end the day. Packed with natural ingredients, the gentle formula is designed to leave your skin feeling soft, nourished and moisturized. The rich lather creates an abundance of bubbles to enjoy while soaking in a warm bath. Enjoy a blissful escape with this Bubble Bath and indulge in a spa-like experience in the comfort of your own home.",http://dummyimage.com/250x250.png/cc0000/ffffff,5800a25c-20bc-43d4-83c0-214e2cfcc6f0
296,Flour,731.64,12,"Flour is a powder made from grinding grains, most commonly wheat, that is used to make bread, cakes, and other baked goods. It is a staple ingredient in many kitchens and can also be used to thicken sauces and gravies.",http://dummyimage.com/250x250.png/cc0000/ffffff,a9465726-600c-40f6-8703-2b35c63fe26a
297,Sugar,229.17,12,"Sugar is a naturally occurring sweetener made from the dried and processed juice of sugarcane. It is commonly used as a sweetener in many foods and beverages and can be used in baking and cooking. It has a very sweet taste and is often used to enhance the flavor of food. Sugar is also a popular ingredient in many processed foods, such as cereal and candy.",http://dummyimage.com/250x250.png/dddddd/000000,26f23d8e-4589-4d31-89c6-0d76b3b26c3e
298,Semolina Flour,245.92,12,"Semolina Flour is a coarsely ground flour made from durum wheat. It has a yellowish-white color and is high in protein, vitamins, and minerals. It is often used in pasta, breads, and couscous. Semolina Flour can also be used for thickening sauces and soups, and as a coating for fried food. It is a versatile flour that can be used in a variety of recipes.",http://dummyimage.com/250x250.png/dddddd/000000,60949481-739b-4ff4-992e-af360c977755
299,Whole Wheat Flour,221.67,12,"Our Whole Wheat Flour is milled from 100% whole wheat grains, providing a rich source of whole grain nutrition for your baking needs. The flour is perfect for baking breads, cookies, cakes, and other treats. It's high in fiber and protein, and is milled to a fine, consistent texture. Our Whole Wheat Flour is a great option for those looking to add more whole grains to their diet.",http://dummyimage.com/250x250.png/cc0000/ffffff,28293e64-b077-495a-9571-9114853d9fd4
300,00 Flour,858.7,12,"00 Flour is a finely-milled Italian-style flour milled from soft wheat. It is commonly used for making pizza dough, focaccia, and other baked goods requiring a fine texture. It has a very fine texture and low gluten content, making it ideal for creating a light, airy texture in doughs. The flour also has a slightly sour taste, which helps to enhance the flavor of the dishes it is used in.",http://dummyimage.com/250x250.png/dddddd/000000,4f9e3977-77fe-46ca-9af6-78f47659e872
301,Cake Flour,521.34,12,"Cake flour is a finely milled flour made from soft wheat with low protein content. It is often used in cakes, pastries and other baked goods to create a light, delicate texture. Cake flour is also ideal for making delicate, tender biscuits. It is often bleached for a whiter color, but unbleached cake flour is also available.",http://dummyimage.com/250x250.png/ff4444/ffffff,efe9cb28-52d2-4d3a-9cac-64be6c198379
302,Powered Sugar,665.87,12,"Powered Sugar is a premium grade sugar that has been milled to a fine powder for a sweet, smooth texture. It is perfect for baking or adding a touch of sweetness to your favorite drinks and desserts. Its delicate texture gives it an ultra-fine consistency, making it easy to sprinkle and dissolve quickly. Powered Sugar is a must-have for any sweet tooth looking for that extra bit of sweetness.",http://dummyimage.com/250x250.png/dddddd/000000,26f23d8e-4589-4d31-89c6-0d76b3b26c3e
303,Brown Sugar,969.61,12,"Brown Sugar is an all-natural, unrefined sweetener. It is made from evaporated cane juice and has a unique, caramel-like flavor. Brown Sugar is a great way to add a subtle sweetness to a variety of dishes and baked goods. It is also a great natural alternative to other sweeteners like white sugar and artificial sweeteners.",http://dummyimage.com/250x250.png/dddddd/000000,713b1c90-ea24-4a3a-acc9-26c6d873a9e0
304,Plunger,470.9,24,"The Plunger is a tool used to unclog blocked toilets or drains. It is designed with a long handle, a rubber suction cup, and a curved metal rod. It works by creating a seal between the rubber cup and the clogged surface, then using the metal rod to push and pull the plunger to dislodge the blockage. The Plunger is a simple and effective solution for quickly and easily unclogging toilets and drains.",http://dummyimage.com/250x250.png/dddddd/000000,5800a25c-20bc-43d4-83c0-214e2cfcc6f0
305,Washer,668.49,7,"This washer is a convenient and easy-to-use appliance that allows you to quickly and efficiently clean your clothes. It features a large capacity drum, multiple wash cycles, a delay start function, and a variety of other features to make it easier for you to get your clothes clean. It is designed for both residential and commercial use, and is built to last.",http://dummyimage.com/250x250.png/cc0000/ffffff,5800a25c-20bc-43d4-83c0-214e2cfcc6f0
306,Wing nuts,304.92,7,"Wing nuts are a type of nut that can be easily tightened and loosened by hand without the use of tools. They are commonly used in light-duty applications as they require less torque to be applied than other nuts and bolts. They feature wings on either side of the nut which act as levers, allowing the nut to be easily tightened or loosened by hand. Wing nuts are often used in applications where frequent disassembly and re-assembly is necessary.",http://dummyimage.com/250x250.png/ff4444/ffffff,28293e64-b077-495a-9571-9114853d9fd4
307,Bolts,994.62,7,"Bolts are a type of threaded fastener used to hold two or more pieces of material together. They come in a variety of materials, sizes, and styles, and can be used in a variety of applications, such as construction, automotive, and machinery. Bolts are available with a variety of head styles, including hexagonal, socket, slotted, and button heads, and can be secured using nuts or washers.",http://dummyimage.com/250x250.png/dddddd/000000,a9465726-600c-40f6-8703-2b35c63fe26a
308,Measuring Tape,831.74,7,"The Measuring Tape is a versatile tool for accurately measuring distances, areas, and volumes. It features a flexible blade for easy use in tight spaces and a lockable tab that keeps measurements in place. The easy-to-read markings make it ideal for contractors, carpenters, and DIYers who need precise measurements. The durable construction ensures long-lasting performance and accuracy.",http://dummyimage.com/250x250.png/dddddd/000000,9a3c4ccd-bb32-4da4-a30d-63cabd287e15
309,Spatula,906.97,20,"A spatula is a kitchen utensil used to scrape, mix, and lift food items during cooking and serving. Spatulas are usually made of metal, plastic, or silicone, and can be flexible or rigid. They are commonly used to scrape bowls and remove cooked food from frying pans.",http://dummyimage.com/250x250.png/cc0000/ffffff,efe9cb28-52d2-4d3a-9cac-64be6c198379
310,Ladle,910.57,20,"This Ladle is a must-have kitchen utensil for any chef. Made from stainless steel, this Ladle is durable and has a long handle, making it perfect for serving soups, stews, and other liquid dishes. The wide bowl of the Ladle allows for easy scooping and pouring, and the handle is ergonomically designed for comfortable use. This Ladle is a great tool for any kitchen.",http://dummyimage.com/250x250.png/ff4444/ffffff,9a3c4ccd-bb32-4da4-a30d-63cabd287e15
311,Wooden Spoon,322.78,20,"This Wooden Spoon is crafted from natural, sturdy bamboo and is perfect for preparing and serving meals. The smooth, polished surface ensures it won't scratch cookware or serving dishes. The handle design is comfortable to grip and the spoons are lightweight, making them easy to use. The Wooden Spoon is a great addition to any kitchen and is dishwasher safe for easy cleaning.",http://dummyimage.com/250x250.png/ff4444/ffffff,304ed7f9-da38-4e8e-a344-d3128f03757f
312,Baking Sheet,758.77,20,"This baking sheet is made of heavy-duty aluminum and is ideal for baking cookies, pies, and other treats. It features raised edges that help keep food contained while baking and a non-stick coating for easy clean-up. It is also oven-safe up to 450°F.",http://dummyimage.com/250x250.png/cc0000/ffffff,40728e54-2f5b-4d94-b425-ae4069e9f87e
313,Silicon Baking Mould,934.94,20,"This Silicon Baking Mould is the perfect tool for your baking needs. It is made of premium food-grade silicone, making it non-stick and easy to clean. It is heat-resistant and can withstand temperatures up to 500°F, perfect for baking cakes, cookies, breads, and more. With its flexible nature, it's easy to remove your creations with ease, and the mould can be reused over and over. This Silicon Baking Mould is a must-have for all bakers!",http://dummyimage.com/250x250.png/ff4444/ffffff,660e5be3-1eb5-40d4-bb3a-d5aceb0169d0
314,Cake Pan,338.64,20,"This cake pan is perfect for baking cakes, breads, and other delicious treats. It is made from a durable non-stick material that ensures even baking and easy release. The pan has a reinforced rim for stability and a non-slip silicone base for easy handling. The pan is also dishwasher safe for easy cleaning.",http://dummyimage.com/250x250.png/dddddd/000000,5ee822bb-e5c9-4025-90e3-03da75069795
315,Bundt Cake Pan,902.32,20,"The Bundt Cake Pan is designed to make delicious, moist and fluffy cakes with a unique design. This pan is constructed of heavy-duty cast aluminum with a non-stick coating, making it durable and easy to clean. The unique shape of the pan allows for even baking, and the center tube helps your cakes bake evenly and rise higher. The pan is dishwasher-safe, making cleanup easy and convenient. Enjoy your favorite recipes with a unique, decorative touch with the Bundt Cake Pan.",http://dummyimage.com/250x250.png/ff4444/ffffff,26f23d8e-4589-4d31-89c6-0d76b3b26c3e
316,Cupcake Tray,220.58,20,"This cupcake tray is perfect for baking and displaying your cupcakes. Made of non-stick material, it can hold up to 20 cupcakes. It's easy to clean and has a sturdy construction that will last for years. Enjoy baking and displaying your delicious cupcakes with this cupcake tray.",http://dummyimage.com/250x250.png/dddddd/000000,efe9cb28-52d2-4d3a-9cac-64be6c198379
317,Cooling Rack,128.98,20,"This Cooling Rack is perfect for cooling your freshly-baked cakes, cookies, and pies. It is made of durable steel with a non-stick finish, making it easy to clean and perfect for a variety of baking tasks. The rack has an elevated design that allows air to circulate around the entire surface, ensuring even cooling. It is also great for presenting your finished desserts, and its slim design makes it easy to store in your kitchen.",http://dummyimage.com/250x250.png/dddddd/000000,713b1c90-ea24-4a3a-acc9-26c6d873a9e0
318,Dish Detergent,664.93,12,"This dish detergent is designed to effectively clean dishes, pots, and pans, leaving behind a sparkling, streak-free finish. It is formulated with advanced cleaning agents, designed to penetrate tough grease and grime, and leave dishes sparkling clean. It also contains a pleasant, subtle fragrance that will leave your dishes smelling fresh and clean.",http://dummyimage.com/250x250.png/ff4444/ffffff,ad96aa78-086d-417a-a8cb-e64a0f4470aa
319,Rinse Aid,76.04,12,"Rinse Aid is a cleaning product designed to help remove spots, streaks, and residue from dishes and glasses after they have been cleaned in a dishwasher. It helps reduce spotting and filming caused by minerals in the water, and also helps dishes dry faster. It is easy to use and helps keep your dishes looking sparkling clean.",http://dummyimage.com/250x250.png/dddddd/000000,5ee822bb-e5c9-4025-90e3-03da75069795
320,Window Cleaner,879.66,24,"Our Window Cleaner is a streak-free and ammonia-free formula that is designed to quickly and easily remove dirt and grime from windows, leaving them sparkling clean. It is safe to use on most window surfaces and is ideal for both indoor and outdoor windows. It is easy to use and leaves no residue or streaks.",http://dummyimage.com/250x250.png/dddddd/000000,713b1c90-ea24-4a3a-acc9-26c6d873a9e0
321,Stainless Steel Cleaner,348.43,24,"This stainless steel cleaner is a fast-acting and powerful cleaner that quickly removes dirt, grease, fingerprints, and other smudges from stainless steel surfaces. The non-abrasive formula is safe to use on a variety of surfaces including refrigerators, ovens, and dishwashers. The streak-free, residue-free formula leaves surfaces looking like new. The stainless steel cleaner is easy to use, simply spray, wipe, and rinse. The product is designed to leave your stainless steel surfaces looking clean, shiny, and free of dirt and grime.",http://dummyimage.com/250x250.png/dddddd/000000,1567c824-ad9f-4ec5-8a4c-06b46a1600b2
322,Cleaning Wipes,64.42,24,"Cleaning Wipes are an easy and convenient way to keep your home clean. These pre-moistened wipes remove dirt, dust, and grime quickly and easily. They are perfect for cleaning countertops, appliances, bathrooms, and more. The wipes are safe to use on all surfaces, and are hypoallergenic and biodegradable for added convenience. With their fresh scent, Cleaning Wipes will help make your home sparkle and shine.",http://dummyimage.com/250x250.png/cc0000/ffffff,5ee822bb-e5c9-4025-90e3-03da75069795
323,Vase,822.5,21,"This stylish vase is perfect for adding a touch of elegance to any room. Crafted from high-quality ceramic, it features a modern design with a glossy finish. It is perfect for displaying flowers, plants, and other decorative items, and makes a perfect addition to any home.",http://dummyimage.com/250x250.png/dddddd/000000,60949481-739b-4ff4-992e-af360c977755
324,D Batteries,410.91,8,"D Batteries are a type of cylindrical, primary cell battery commonly used in everyday electronic devices. They are commonly used in flashlights, toys, and other small electronics. They are larger than AA batteries and usually have a voltage of 1.5 volts. They have a longer life than AA batteries and are generally more powerful.",http://dummyimage.com/250x250.png/ff4444/ffffff,1567c824-ad9f-4ec5-8a4c-06b46a1600b2
325,C Batteries,548.79,8,C batteries are a type of cylindrical dry cell battery commonly used in portable electronic devices. They are typically made from two or more electrochemical cells and are designed to provide long-lasting and reliable power. C batteries are also known for their relatively low cost and easy availability.,http://dummyimage.com/250x250.png/5fa2dd/ffffff,34095b1b-54d8-4dfd-a2d2-69c541f12a02
326,Corn,81.86,12,"Corn is a popular vegetable that is versatile and easy to prepare. It is a member of the grass family and grows in many different varieties, including white, yellow, and bi-colored. It is most often eaten as a side dish or used as an ingredient in a variety of recipes. It is high in fiber, vitamins, and minerals, and is a good source of plant-based protein. It is also naturally gluten-free and low in fat.",http://dummyimage.com/250x250.png/ff4444/ffffff,40728e54-2f5b-4d94-b425-ae4069e9f87e
327,Coasters,571.66,21,"These coasters are perfect for protecting your furniture from spills, condensation, and heat damage. Made from durable and attractive material, these coasters feature a modern design that will look great in any home. Perfect for entertaining guests or just everyday use, these coasters are sure to add a touch of style to any setting.",http://dummyimage.com/250x250.png/5fa2dd/ffffff,60949481-739b-4ff4-992e-af360c977755
328,Mouse Pad,780.43,8,"This mouse pad is perfect for both work and gaming. It has a non-slip rubber base that ensures that it will stay in place while in use. The smooth and durable surface is designed to provide accurate mouse tracking and precise cursor control. It is also waterproof, making it easy to clean and maintain.",http://dummyimage.com/250x250.png/ff4444/ffffff,cc095fc2-c2e6-42bb-9f33-00b97679d7cf
329,Sconce,20.83,21,This sconce is perfect for adding a touch of style and sophistication to any room. It features an elegant and timeless design with a brushed nickel finish and a white linen shade. The sconce also has adjustable arms for versatile lighting options. This beautiful accent piece is perfect for creating a cozy and inviting atmosphere in any room.,http://dummyimage.com/250x250.png/cc0000/ffffff,304ed7f9-da38-4e8e-a344-d3128f03757f
330,Curtains,70.15,21,"Curtains are window treatments designed to block or filter light, drafts, and heat. They come in a variety of colors, fabrics, and styles and can be used to enhance the ambiance of any room. Curtains can be hung from a rod or track, and some styles feature a lining to provide extra insulation.",http://dummyimage.com/250x250.png/cc0000/ffffff,a1c1d3a4-bbf8-40d1-ae81-5d0a1e95ccb1
331,Curtain Rod,720.96,21,"This curtain rod is perfect for any window, providing a stylish and functional way to hang curtains. It is made from durable metal and features a sleek, modern design that will add a touch of sophistication to any décor. The included mounting hardware makes installation easy, and the adjustable design allows you to customize the length to fit any window size. With its beautiful finish and easy setup, this curtain rod will make a great addition to any room.",http://dummyimage.com/250x250.png/cc0000/ffffff,5800a25c-20bc-43d4-83c0-214e2cfcc6f0
332,Mirror,617.88,21,"This Mirror is a modern, stylish addition to any home. It features a beveled glass frame and a sleek black finish that will bring contemporary elegance to any space. The mirror is perfect for any room, from the bedroom to the bathroom, as it will reflect light and create an open, airy effect. The high-quality construction ensures that the mirror will last for years to come.",http://dummyimage.com/250x250.png/cc0000/ffffff,4f9e3977-77fe-46ca-9af6-78f47659e872
333,Thermostat,567.24,9,"The Thermostat is a device used to regulate temperature in a home or other enclosed environment. It can be programmed to maintain a specific temperature and can be adjusted manually when needed. It is easy to install and use, and can help save energy and money by ensuring temperatures stay at a comfortable level.",http://dummyimage.com/250x250.png/cc0000/ffffff,26f23d8e-4589-4d31-89c6-0d76b3b26c3e
334,Scented Candle,378.08,21,This scented candle has a delightful scent that will fill your home with a pleasant aroma. The candle is made of natural soy wax for a clean burn and is housed in a beautiful glass jar with a modern design. The fragrance is long lasting and will leave your home smelling fresh and inviting. Light up this candle and relax in the cozy atmosphere it creates.,http://dummyimage.com/250x250.png/5fa2dd/ffffff,9a3c4ccd-bb32-4da4-a30d-63cabd287e15
335,Air Freshener,805.87,21,"This air freshener helps to eliminate odors and freshen up any space. It is easy to use and comes in a variety of scents, so you can find one that fits your needs. It is great for use in your home, car, office, or any other space that needs a little freshening up.",http://dummyimage.com/250x250.png/ff4444/ffffff,1609973d-4460-4d54-91d7-d643f5da5e21
336,Floor Cleaner,737.91,20,"Floor Cleaner is an all-purpose cleaning solution designed to easily and effectively remove dirt, grime and other messes from hard surfaces such as tile, marble, wood, and linoleum. It is made from natural ingredients and is safe to use on all household surfaces. It is designed to leave your floors sparkling clean and streak free.",http://dummyimage.com/250x250.png/cc0000/ffffff,cc095fc2-c2e6-42bb-9f33-00b97679d7cf
337,Mop,852.14,24,"The Mop is a cleaning tool designed for convenient and efficient cleaning tasks. It has a sturdy handle for easy maneuvering and a soft, absorbent head for cleaning floors, walls, and other surfaces. It also comes with a removable and washable microfiber cloth for extra scrubbing power. This mop is perfect for quick cleanups in kitchens, bathrooms, and other areas of the home.",http://dummyimage.com/250x250.png/dddddd/000000,9a3c4ccd-bb32-4da4-a30d-63cabd287e15
338,Broom,608.89,24,"Broom is a cleaning tool designed for sweeping dirt and debris from floors and other surfaces. It is typically made of bristles attached to a long handle for easy maneuvering. Broom is the perfect tool for keeping your home clean and free of dust, dirt, and other unwanted materials.",http://dummyimage.com/250x250.png/ff4444/ffffff,5800a25c-20bc-43d4-83c0-214e2cfcc6f0
339,Activity Tracker,733.28,8,"This Activity Tracker is a perfect companion for anyone looking to track their fitness and health goals. It tracks daily steps, calories burned, distance, and sleep data. It also includes a heart rate monitor, so you can get an accurate measure of your health and fitness level. The tracker is waterproof and lightweight, so you can wear it comfortably all day. It also works with most smartphone apps and can help you stay motivated and reach your goals.",http://dummyimage.com/250x250.png/ff4444/ffffff,951d32f1-2118-4237-a7a6-6e7d62df03f4
340,GPS Watch,559.97,8,"This GPS Watch is a must-have for any active lifestyle. Featuring a lightweight and ergonomic design, it is comfortable to wear and provides accurate real-time tracking of your location. With a built-in heart rate monitor, accelerometer and compass, you will always know exactly where you are, no matter what terrain you are exploring. The GPS Watch also offers advanced features such as route sharing, route planning and navigation, along with other useful data like speed, altitude and distance. Perfect for the outdoors enthusiast, this watch is a great way to stay connected, informed and safe.",http://dummyimage.com/250x250.png/5fa2dd/ffffff,660e5be3-1eb5-40d4-bb3a-d5aceb0169d0
341,VR Headset,961.02,8,"The VR Headset is a virtual reality device that provides an immersive experience to its user. It uses advanced visual display technology to create a three-dimensional environment, allowing users to explore and interact with their environment in a realistic manner. The headset offers an unparalleled level of immersion, allowing users to truly experience the virtual world in a unique way. It is perfect for gaming, education, and entertainment purposes.",http://dummyimage.com/250x250.png/dddddd/000000,ad96aa78-086d-417a-a8cb-e64a0f4470aa
342,Wearable Camera,570.68,8,"The Wearable Camera is a compact and lightweight device that can be worn on your person. It is designed to capture high-quality photos and videos with a wide-angle lens. It is perfect for outdoor activities, family outings, and more. Thanks to its waterproof body and wireless connectivity, you can capture memories anywhere and anytime. With its easy-to-use design, you can quickly set up and start recording with a single button.",http://dummyimage.com/250x250.png/cc0000/ffffff,951d32f1-2118-4237-a7a6-6e7d62df03f4
343,Doorbell,707.18,9,"This doorbell is a stylish and modern way to greet your visitors. It has a sleek design and comes in a variety of colors to match any décor. It is easy to install and includes a built-in chime for an audible notification when visitors arrive. It is battery operated and comes with a long-lasting battery life. It also has a low-cost, low-maintenance design that won't require any additional wiring or installation.",http://dummyimage.com/250x250.png/cc0000/ffffff,649e5207-2f58-44ae-9438-805e9cdfd565
344,Video Door Bell,846.38,8,"This Video Door Bell is a smart home security device that allows you to monitor and answer your front door from anywhere. It includes a HD camera with night vision, two-way audio, motion detection and alerts, and a mobile app for easy setup and control. This device is the perfect way to keep your home secure and provide peace of mind.",http://dummyimage.com/250x250.png/ff4444/ffffff,a57ab777-fc6b-4b16-87e9-11d86756a4ed
345,Smart Thermostat,918.49,8,"The Smart Thermostat is an advanced, energy-saving device that allows you to easily control the temperature of your home. It is Wi-Fi enabled, giving you the ability to control the temperature from your smartphone, tablet, or laptop. With its intuitive user interface, you can set schedules for different temperatures throughout the day and night, or adjust the temperature quickly and easily with a few taps. The Smart Thermostat can even learn your preferences over time, allowing you to get the most out of your energy usage. Its energy-saving features will help you save money and keep your home comfortable.",http://dummyimage.com/250x250.png/cc0000/ffffff,26f23d8e-4589-4d31-89c6-0d76b3b26c3e
346,Smart Glasses,939.12,8,"Smart Glasses are a revolutionary way to stay connected and informed. Smart Glasses use augmented reality technology to provide hands-free access to important information such as weather forecasts, news, directions, and more. With the convenience of voice commands, you can easily access the data you need on the go. Smart Glasses are perfect for busy professionals, students, and travelers who need to stay informed and connected while on the go.",http://dummyimage.com/250x250.png/dddddd/000000,4f9e3977-77fe-46ca-9af6-78f47659e872
347,Watch Bands,980.27,8,"Watch Bands are designed to replace or upgrade existing watch straps, providing a more comfortable or stylish option. They come in a variety of sizes, materials, and colors to suit any style or fit. They are easy to install and are a great way to add a personal touch to any watch.",http://dummyimage.com/250x250.png/cc0000/ffffff,9a3c4ccd-bb32-4da4-a30d-63cabd287e15
348,Subwoofer,520.08,8,"The Subwoofer is a high-performance audio device designed to provide powerful, deep bass sound. It is engineered to deliver powerful, intense bass with superior sound quality and clarity. Its compact design allows for easy installation and integration into any audio system. With its adjustable bass and treble controls, you can customize your sound to suit your audio needs.",http://dummyimage.com/250x250.png/dddddd/000000,a9465726-600c-40f6-8703-2b35c63fe26a
349,Turntable,211.77,8,"The Turntable is a perfect solution for DJs and music enthusiasts alike. It allows for easy playback of vinyl records, with adjustable speed and pitch control for added sound customization. The turntable also features an aux input for connecting to other audio devices and an RCA output for connecting to audio systems. With its classic design and durable construction, the Turntable is a great choice for any music lover.",http://dummyimage.com/250x250.png/dddddd/000000,4f9e3977-77fe-46ca-9af6-78f47659e872
350,Reciever,554.31,8,"The Receiver is an advanced stereo sound system featuring an integrated amplifier and Bluetooth connectivity. It offers exceptional sound quality and provides a wide range of features such as an FM radio, multiple inputs, and a full-range speaker system. It is designed to provide a dynamic and immersive listening experience, with the ability to customize sound settings and presets to suit any room. It is perfect for anyone looking to upgrade their home audio system and enjoy superior sound quality.",http://dummyimage.com/250x250.png/ff4444/ffffff,1567c824-ad9f-4ec5-8a4c-06b46a1600b2
351,Amplifier,587.9,8,"An amplifier is a device used to increase the amplitude of a signal, usually resulting in an increase in the power of the signal. It is used to boost the strength of weak signals and can be used in a variety of applications, such as audio systems, televisions, and radios.",http://dummyimage.com/250x250.png/dddddd/000000,1567c824-ad9f-4ec5-8a4c-06b46a1600b2
352,Sound Bar,958.54,8,"The Sound Bar is a powerful and versatile speaker system that is designed to provide an immersive audio experience. Featuring an array of powerful speakers, advanced digital signal processing, and a sleek design, this sound bar is perfect for home theater systems and entertainment centers. It is equipped with Bluetooth technology for easy streaming of music and can be connected to a variety of devices, including televisions, gaming consoles, and computers. With its powerful audio output and comprehensive features, the Sound Bar is the ideal solution for creating a dynamic and immersive audio experience.",http://dummyimage.com/250x250.png/dddddd/000000,649e5207-2f58-44ae-9438-805e9cdfd565
353,Floor Speaker,688.46,8,"This floor speaker is perfect for any home audio setup. It is designed with a high-quality construction to provide maximum sound clarity and clarity. It is equipped with a built-in amplifier and 5-way binding posts for easy connection to any audio source. The bass reflex port allows for deep and powerful bass response, while the tweeter ensures crisp and clear treble. This speaker is perfect for those who want to enjoy quality sound without sacrificing style.",http://dummyimage.com/250x250.png/cc0000/ffffff,1567c824-ad9f-4ec5-8a4c-06b46a1600b2
354,Car Seat,456.47,6,"A car seat designed to keep children safe while travelling in a vehicle. It is designed to provide the highest level of protection and comfort for your child, with adjustable straps and headrests, and a cushioned seat and back panel. It is also designed to be easily installed in most vehicles.",http://dummyimage.com/250x250.png/ff4444/ffffff,40728e54-2f5b-4d94-b425-ae4069e9f87e
355,Stroller,500.57,6,"The Stroller is a lightweight and durable stroller that is perfect for families on the go. It is designed to provide a comfortable ride for babies and toddlers and features an easy to use folding design for easy transport and storage. The adjustable handle and adjustable footrest make it easy to adjust for a comfortable ride. The Stroller also features a large storage basket, a canopy to protect your baby from the sun, and a five-point safety harness.",http://dummyimage.com/250x250.png/ff4444/ffffff,713b1c90-ea24-4a3a-acc9-26c6d873a9e0
356,Curling Iron,991.51,18,"A curling iron is a styling tool used to create waves and curls in the hair. It is typically made of metal and is heated by electricity. It is used to style the hair in a variety of ways, from loose, beachy waves to tight, spiraled curls.",http://dummyimage.com/250x250.png/ff4444/ffffff,29615784-5d94-4303-a657-e95a3a55d978
357,Hair Dryer,22.02,18,"This Hair Dryer is a professional grade tool with multiple heat settings and two speed settings for quick and convenient styling. With a lightweight and comfortable design, it is perfect for drying and styling all types of hair. The included concentrator nozzle helps to direct the airflow to the exact spot you need, while the cool shot button helps to set your style in place. The removable filter makes cleaning easy and the cord is long enough for easy maneuverability.",http://dummyimage.com/250x250.png/cc0000/ffffff,951d32f1-2118-4237-a7a6-6e7d62df03f4
358,Razor Blades,830.73,18,"Razor Blades are a sharp, metal blade used for shaving. They are designed for a close, smooth shave and feature a lubricating strip to reduce irritation. They are available in a variety of styles, sizes and shapes.",http://dummyimage.com/250x250.png/dddddd/000000,713b1c90-ea24-4a3a-acc9-26c6d873a9e0
359,Disposable Razors,213.95,18,"Disposable Razors are a convenient and affordable way to achieve a smooth shave. Featuring multiple blades and ergonomic designs, they provide a close and comfortable shave while protecting the skin from nicks and cuts. Their disposable nature makes them ideal for travel, and they are easy to use and maintain.",http://dummyimage.com/250x250.png/dddddd/000000,28293e64-b077-495a-9571-9114853d9fd4
360,Scissors,59.32,24,"Scissors are an essential tool for cutting through a variety of materials, from paper to fabric and even cardboard. They have a sharp, pointed blade and a handle for easy grip. Scissors are a great tool for any craft or DIY projects and are an essential item for any home or office.",http://dummyimage.com/250x250.png/5fa2dd/ffffff,60949481-739b-4ff4-992e-af360c977755
